No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,PrimaryType,SecondaryType,Ability1,Ability2,HiddenAbility,Generation,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary
801,Magearna,magearna,80,95,115,130,115,65,steel,fairy,Soul-Heart,,,7,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,1,80.5,3,0,15360,Slow,0,1
802,Marshadow,marshadow,90,125,80,90,90,125,fighting,ghost,Technician,,,7,,,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2,0.7,22.2,3,0,15360,Slow,0,1
803,Poipole,poipole,67,73,67,73,67,73,poison,,Beast Boost,,,7,,,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,0.6,1.8,45,0,15360,Slow,0,1
804,Naganadel,naganadel,73,73,73,127,73,121,poison,dragon,Beast Boost,,,7,,,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,3.6,150,45,0,15360,Slow,0,1
805,Stakataka,stakataka,61,131,211,53,101,13,rock,steel,Beast Boost,,,7,,,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,5.5,820,30,0,15360,Slow,0,1
806,Blacephalon,blacephalon,53,127,53,151,79,107,fire,ghost,Beast Boost,,,7,,,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1.8,13,30,0,15360,Slow,0,1
807,Zeraora,zeraora,88,112,75,102,80,143,electric,,Volt Absorb,,,7,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.5,44.5,3,0,15360,Slow,0,1
808,Meltan,meltan,46,65,65,55,35,34,steel,,Magnet Pull,,,7,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.2,8,3,0,15360,Slow,0,1
809,Melmetal,melmetal,135,143,143,80,65,34,steel,,Iron Fist,,,7,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,2.5,800,3,0,15360,Slow,0,1
810,Grookey,grookey,50,65,50,40,40,65,grass,,Overgrow,,Grassy Surge,8,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.3,5,45,50,2560,Medium Slow,0,0
811,Thwackey,thwackey,70,85,70,55,60,80,grass,,Overgrow,,Grassy Surge,8,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.7,14,45,50,2560,Medium Slow,0,0
812,Rillaboom,rillaboom,100,125,90,60,70,85,grass,,Overgrow,,Grassy Surge,8,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,2.1,90,45,50,2560,Medium Slow,0,0
813,Scorbunny,scorbunny,50,71,40,40,40,69,fire,,Blaze,,Libero,8,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.3,4.5,45,50,2560,Medium Slow,0,0
814,Raboot,raboot,65,86,60,55,60,94,fire,,Blaze,,Libero,8,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.6,9,45,50,2560,Medium Slow,0,0
815,Cinderace,cinderace,80,116,75,65,75,119,fire,,Blaze,,Libero,8,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1.4,33,45,50,2560,Medium Slow,0,0
816,Sobble,sobble,50,40,40,70,40,70,water,,Torrent,,Sniper,8,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.3,4,45,50,2560,Medium Slow,0,0
817,Drizzile,drizzile,65,60,55,95,55,90,water,,Torrent,,Sniper,8,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.7,11.5,45,50,2560,Medium Slow,0,0
818,Inteleon,inteleon,70,85,65,125,65,120,water,,Torrent,,Sniper,8,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.9,45.2,45,50,2560,Medium Slow,0,0
819,Skwovet,skwovet,70,55,55,35,35,25,normal,,Cheek Pouch,,Gluttony,8,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.3,2.5,255,50,2560,Medium Fast,0,0
820,Greedent,greedent,120,95,95,55,75,20,normal,,Cheek Pouch,,Gluttony,8,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.6,6,90,50,2560,Medium Fast,0,0
821,Rookidee,rookidee,38,47,35,33,35,57,flying,,Keen Eye,Unnerve,Big Pecks,8,50,50,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0.2,1.8,255,50,1920,Medium Slow,0,0
822,Corvisquire,corvisquire,68,67,55,43,55,77,flying,,Keen Eye,Unnerve,Big Pecks,8,50,50,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0.8,16,120,50,1920,Medium Slow,0,0
823,Corviknight,corviknight,98,87,105,53,85,67,flying,steel,Pressure,Unnerve,Mirror Armor,8,50,50,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,2.2,75,45,50,1920,Medium Slow,0,0
824,Blipbug,blipbug,25,20,20,25,45,45,bug,,Swarm,Compoundeyes,Telepathy,8,50.2,49.8,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.4,8,255,50,1920,Medium Fast,0,0
825,Dottler,dottler,50,35,80,50,90,30,bug,psychic,Swarm,Compoundeyes,Telepathy,8,50.2,49.8,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0.4,19.5,120,50,1920,Medium Fast,0,0
826,Orbeetle,orbeetle,60,45,110,80,120,90,bug,psychic,Swarm,Frisk,Telepathy,8,50.2,49.8,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0.4,40.8,45,50,1920,Medium Fast,0,0
827,Nickit,nickit,40,28,28,47,52,50,dark,,Run Away,Unburden,Stakeout,8,50.2,49.8,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.6,8.9,255,50,1920,Fast,0,0
828,Thievul,thievul,70,58,58,87,92,90,dark,,Run Away,Unburden,Stakeout,8,50.2,49.8,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.2,19.9,127,50,1920,Fast,0,0
829,Gossifleur,gossifleur,40,40,60,40,60,10,grass,,Cotton Down,Regenerator,Effect Spore,8,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.4,2.2,190,50,2560,Medium Fast,0,0
830,Eldegoss,eldegoss,60,50,90,80,120,60,grass,,Cotton Down,Regenerator,Effect Spore,8,50.2,49.8,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.5,2.5,75,50,2560,Medium Fast,0,0
831,Wooloo,wooloo,42,40,55,40,45,48,normal,,Fluffy,Run Away,Bulletproof,8,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.6,6,255,50,1920,Medium Fast,0,0
832,Dubwool,dubwool,72,80,100,60,90,88,normal,,Fluffy,Steadfast,Bulletproof,8,50.2,49.8,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1.3,43,127,50,1920,Medium Fast,0,0
833,Chewtle,chewtle,50,64,50,38,38,44,water,,Strong Jaw,Shell Armor,Swift Swim,8,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.3,8.5,255,50,2560,Medium Fast,0,0
834,Drednaw,drednaw,90,115,90,48,68,74,water,rock,Strong Jaw,Shell Armor,Swift Swim,8,50,50,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,1,115.5,75,50,2560,Medium Fast,0,0
835,Yamper,yamper,59,45,50,40,50,26,electric,,Ball Fetch,,Rattled,8,50.2,49.8,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,13.5,255,50,2560,Fast,0,0
836,Boltund,boltund,69,90,60,90,60,121,electric,,Strong Jaw,,Competitive,8,50.2,49.8,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1,34,45,50,2560,Fast,0,0
837,Rolycoly,rolycoly,30,40,50,40,50,30,rock,,Steam Engine,Heatproof,Flash Fire,8,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.3,12,255,50,1920,Medium Slow,0,0
838,Carkol,carkol,80,60,90,60,70,50,rock,fire,Steam Engine,Flame Body,Flash Fire,8,50,50,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,1.1,78,120,50,1920,Medium Slow,0,0
839,Coalossal,coalossal,110,80,120,80,90,30,rock,fire,Steam Engine,Flame Body,Flash Fire,8,50,50,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,2.8,310.5,45,50,1920,Medium Slow,0,0
840,Applin,applin,40,40,80,40,40,20,grass,dragon,Ripen,Gluttony,Bulletproof,8,50,50,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0.2,0.5,255,50,2560,Erratic,0,0
841,Flapple,flapple,70,110,80,95,60,70,grass,dragon,Ripen,Gluttony,Hustle,8,50,50,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0.3,1,45,50,2560,Erratic,0,0
842,Appletun,appletun,110,85,80,100,80,30,grass,dragon,Ripen,Gluttony,Thick Fat,8,50,50,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0.4,13,45,50,2560,Erratic,0,0
843,Silicobra,silicobra,52,57,75,35,50,46,ground,,Sand Spit,Shed Skin,Sand Veil,8,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,2.2,7.6,255,50,2560,Medium Fast,0,0
844,Sandaconda,sandaconda,72,107,125,65,70,71,ground,,Sand Spit,Shed Skin,Sand Veil,8,50,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,3.8,65.5,120,50,2560,Medium Fast,0,0
845,Cramorant,cramorant,70,85,55,85,95,85,flying,water,Gulp Missile,,,8,50,50,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0.8,18,45,50,2560,Medium Fast,0,0
846,Arrokuda,arrokuda,41,63,40,40,30,66,water,,Swift Swim,,Propeller Tail,8,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,255,50,2560,Slow,0,0
847,Barraskewda,barraskewda,61,123,60,60,50,136,water,,Swift Swim,,Propeller Tail,8,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.3,30,60,50,2560,Slow,0,0
848,Toxel,toxel,40,38,35,54,35,40,electric,poison,Rattled,Static,Klutz,8,50,50,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,0.4,11,75,50,3200,Medium Slow,0,0
849,Toxtricity,toxtricity,75,98,70,114,70,75,electric,poison,Punk Rock,Plus,Technician,8,50,50,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,1.6,40,45,50,3200,Medium Slow,0,0
850,Sizzlipede,sizzlipede,50,65,45,50,50,45,fire,bug,Flash Fire,White Smoke,Flame Body,8,50.2,49.8,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,0.7,1,190,50,2560,Medium Fast,0,0
851,Centiskorch,centiskorch,100,115,65,90,90,65,fire,bug,Flash Fire,White Smoke,Flame Body,8,50.2,49.8,1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,3,120,75,50,2560,Medium Fast,0,0
852,Clobbopus,clobbopus,50,68,60,50,50,32,fighting,,Limber,,Technician,8,50.2,49.8,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.6,4,180,50,3200,Medium Slow,0,0
853,Grapploct,grapploct,80,118,90,70,80,42,fighting,,Limber,,Technician,8,50.2,49.8,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,1.6,39,45,50,3200,Medium Slow,0,0
854,Sinistea,sinistea,40,45,45,74,54,50,ghost,,Weak Armor,,Cursed Body,8,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.1,0.2,120,50,2560,Medium Fast,0,0
855,Polteageist,polteageist,60,65,65,134,114,70,ghost,,Weak Armor,,Cursed Body,8,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,0.2,0.4,60,50,2560,Medium Fast,0,0
856,Hatenna,hatenna,42,30,45,56,53,39,psychic,,Healer,Anticipation,Magic Bounce,8,0,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.4,3.4,235,50,2560,Slow,0,0
857,Hattrem,hattrem,57,40,65,86,73,49,psychic,,Healer,Anticipation,Magic Bounce,8,0,100,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.6,4.8,120,50,2560,Slow,0,0
858,Hatterene,hatterene,57,90,95,136,103,29,psychic,fairy,Healer,Anticipation,Magic Bounce,8,0,100,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,2.1,5.1,45,50,2560,Slow,0,0
859,Impidimp,impidimp,45,45,30,55,40,50,dark,fairy,Prankster,Frisk,Pickpocket,8,100,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,0.4,5.5,255,50,2560,Medium Fast,0,0
860,Morgrem,morgrem,65,60,45,75,55,70,dark,fairy,Prankster,Frisk,Pickpocket,8,100,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,0.8,12.5,120,50,2560,Medium Fast,0,0
861,Grimmsnarl,grimmsnarl,95,120,65,95,75,60,dark,fairy,Prankster,Frisk,Pickpocket,8,100,0,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,1.5,61,45,50,2560,Medium Fast,0,0
862,Obstagoon,obstagoon,93,90,101,60,81,95,dark,normal,Reckless,Guts,Defiant,8,50.2,49.8,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,1.6,46,45,50,1920,Medium Fast,0,0
863,Perrserker,perrserker,70,110,100,50,60,50,steel,,Battle Armor,Tough Claws,Steely Spirit,8,50,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.8,28,90,50,2560,Medium Fast,0,0
864,Cursola,cursola,60,95,50,145,130,30,ghost,,Weak Armor,,Perish Body,8,24.9,75.1,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,1,0.4,30,50,2560,Fast,0,0
865,Sirfetch'd,sirfetch'd,62,135,95,68,82,65,fighting,,Steadfast,,Scrappy,8,50.2,49.8,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.8,117,45,50,2560,Medium Fast,0,0
866,Mr. Rime,mr.rime,80,85,75,110,100,70,ice,psychic,Tangled Feet,Screen Cleaner,Ice Body,8,50.2,49.8,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1,1.5,58.2,45,50,3200,Medium Fast,0,0
867,Runerigus,runerigus,58,95,145,50,105,30,ground,ghost,Wandering Spirit,,,8,50.2,49.8,0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,1.6,66.6,90,50,3200,Medium Fast,0,0
868,Milcery,milcery,45,40,40,50,61,34,fairy,,Sweet Veil,,Aroma Veil,8,0,100,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.2,0.3,200,50,2560,Medium Fast,0,0
869,Alcremie,alcremie,65,60,75,110,121,64,fairy,,Sweet Veil,,Aroma Veil,8,0,100,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,0.3,0.5,100,50,2560,Medium Fast,0,0
870,Falinks,falinks,65,100,100,70,60,75,fighting,,Battle Armor,,Defiant,8,,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,3,62,45,50,3200,Medium Fast,0,0
871,Pincurchin,pincurchin,48,101,95,91,85,15,electric,,Lightning Rod,,Electric Surge,8,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,1,75,50,2560,Medium Fast,0,0
872,Snom,snom,30,25,35,45,30,20,ice,bug,Shield Dust,,Ice Scales,8,50,50,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1,0.3,3.8,190,50,2560,Medium Fast,0,0
873,Frosmoth,frosmoth,70,65,60,125,90,65,ice,bug,Shield Dust,,Ice Scales,8,50,50,1,4,1,1,0.5,0.5,1,1,0.5,2,1,1,4,1,1,1,2,1,1.3,42,75,50,2560,Medium Fast,0,0
874,Stonjourner,stonjourner,100,125,135,20,20,70,rock,,Power Spot,,,8,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,2.5,520,60,50,3200,Slow,0,0
875,Eiscue,eiscue,75,80,110,65,90,50,ice,,Ice Face,,,8,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,1.4,89,60,50,3200,Slow,0,0
876,Indeedee,indeedee,60,65,55,105,95,95,psychic,normal,Inner Focus,Synchronize,Psychic Surge,8,50,50,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,0.9,28,30,140,5120,Fast,0,0
877,Morpeko,morpeko,58,95,58,70,58,97,electric,dark,Hunger Switch,,,8,50,50,1,1,1,0.5,1,1,2,1,2,0.5,0,2,1,0.5,1,0.5,0.5,2,0.3,3,180,50,1280,Medium Fast,0,0
878,Cufant,cufant,72,80,49,40,49,40,steel,,Sheer Force,,Heavy Metal,8,50,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,1.2,100,190,50,3200,Medium Fast,0,0
879,Copperajah,copperajah,122,130,69,80,69,30,steel,,Sheer Force,,Heavy Metal,8,50,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,3,650,90,50,3200,Medium Fast,0,0
880,Dracozolt,dracozolt,90,100,90,80,70,75,electric,dragon,Volt Absorb,Hustle,Sand Rush,8,,,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,1.8,190,45,50,4480,Slow,0,0
881,Arctozolt,arctozolt,90,100,90,90,80,55,electric,ice,Volt Absorb,Static,Slush Rush,8,,,1,2,1,0.5,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1,2.3,150,45,50,4480,Slow,0,0
882,Dracovish,dracovish,90,90,100,70,80,75,water,dragon,Water Absorb,Strong Jaw,Sand Rush,8,,,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2,2.3,215,45,50,4480,Slow,0,0
883,Arctovish,arctovish,90,90,100,80,90,55,water,ice,Water Absorb,Ice Body,Slush Rush,8,,,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1,2,175,45,50,4480,Slow,0,0
884,Duraludon,duraludon,70,95,115,120,50,85,steel,dragon,Light Metal,Heavy Metal,Stalwart,8,50,50,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1,1.8,40,45,50,3840,Medium Fast,0,0
885,Dreepy,dreepy,28,60,30,40,30,82,dragon,ghost,Clear Body,Infiltrator,Cursed Body,8,50,50,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,0.5,2,45,50,5120,Slow,0,0
886,Drakloak,drakloak,68,80,50,60,50,102,dragon,ghost,Clear Body,Infiltrator,Cursed Body,8,50,50,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,1.4,11,45,50,5120,Slow,0,0
887,Dragapult,dragapult,88,120,75,100,75,142,dragon,ghost,Clear Body,Infiltrator,Cursed Body,8,50,50,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2,3,50,45,50,5120,Slow,0,0
888,Zacian,zacian,92,120,115,80,115,138,fairy,,Intrepid Sword,,,8,,,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,2.8,110,10,0,15360,Slow,0,1
889,Zamazenta,zamazenta,92,120,115,80,115,138,fighting,,Dauntless Shield,,,8,,,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,2.9,210,10,0,15360,Slow,0,1
890,Eternatus,eternatus,140,85,95,145,95,130,poison,dragon,Pressure,,,8,,,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,20,950,255,0,15360,Slow,0,1
891,Kubfu,kubfu,60,90,60,53,50,72,fighting,,Inner Focus,,,8,88,12,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0.6,12,3,50,15360,Slow,0,1
892,Urshifu,urshifu,100,130,100,63,60,97,fighting,dark,Unseen Fist,,,8,88,12,1,1,1,1,1,1,2,1,1,2,0,1,0.5,0.5,1,0.25,1,4,1.9,105,3,50,15360,Slow,0,1
893,Zarude,zarude,105,120,105,70,95,105,dark,grass,Leaf Guard,,,8,,,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,1.8,70,3,0,15360,Slow,0,1
894,Regieleki,regieleki,80,100,50,100,50,200,electric,,Transistor,,,8,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.2,145,3,35,15360,Slow,0,1
895,Regidrago,regidrago,200,100,50,100,50,80,dragon,,Dragon's Maw,,,8,,,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,2.1,200,3,35,15360,Slow,0,1
896,Glastrier,glastrier,100,145,130,65,110,30,ice,,Chilling Neigh,,,8,,,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,2.2,800,3,35,15360,Slow,0,1
897,Spectrier,spectrier,100,65,60,145,80,130,ghost,,Grim Neigh,,,8,,,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,2,44.5,3,35,15360,Slow,0,1
898,Calyrex,calyrex,100,80,80,80,80,80,psychic,grass,Unnerve,,,8,,,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1,1.1,7.7,3,100,15360,Slow,0,1
899,Wyrdeer,wyrdeer,103,105,72,105,75,65,normal,psychic,Intimidate,Frisk,Sap Sipper,8,50,50,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,1.8,95.1,45,50,2560,Slow,0,0
900,Kleavor,kleavor,70,135,95,45,70,85,bug,rock,Swarm,Sheer Force,Sharpness,8,50,50,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1,1.8,89,15,50,2560,Medium Fast,0,0
901,Ursaluna,ursaluna,130,140,105,45,80,50,ground,normal,Guts,Bulletproof,Unnerve,8,50,50,1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,2.4,290,20,50,2560,Medium Fast,0,0
902,Basculegion,basculegion,120,112,65,80,75,78,water,ghost,Swift Swim,Adaptability,Mold Breaker,8,50,50,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,3,110,45,50,2560,Medium Fast,0,0
903,Sneasler,sneasler,80,130,60,40,80,120,fighting,poison,Pressure,Unburden,Poison Touch,8,50,50,1,1,1,1,0.5,1,0.5,0.5,2,2,4,0.25,0.5,1,1,0.5,1,1,1.3,43,20,50,2560,Medium Slow,0,0
904,Overqwil,overqwil,85,115,95,65,65,85,dark,poison,Poison Point,Swift Swim,Intimidate,8,50,50,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1,2.5,60.5,45,50,2560,Medium Fast,0,0
905,Enamorus,enamorus,74,115,70,135,80,106,fairy,flying,Cute Charm,,Contrary,8,0,100,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1,1.6,48,3,50,2560,Slow,0,1
906,Sprigatito,sprigatito,40,61,54,45,45,65,grass,,Overgrow,,Protean,9,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.4,4.1,45,50,2560,Medium Slow,0,0
907,Floragato,floragato,61,80,63,60,63,83,grass,,Overgrow,,Protean,9,88,12,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.9,12.2,45,50,2560,Medium Slow,0,0
908,Meowscarada,meowscarada,76,110,70,81,70,123,grass,dark,Overgrow,,Protean,9,88,12,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,1.5,31.2,45,50,2560,Medium Slow,0,0
909,Fuecoco,fuecoco,67,45,59,63,40,36,fire,,Blaze,,Unaware,9,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.4,9.8,45,50,2560,Medium Slow,0,0
910,Crocalor,crocalor,81,55,78,90,58,49,fire,,Blaze,,Unaware,9,88,12,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,1,30.7,45,50,2560,Medium Slow,0,0
911,Skeledirge,skeledirge,104,75,100,110,75,66,fire,ghost,Blaze,,Unaware,9,88,12,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1.6,326.5,45,50,2560,Medium Slow,0,0
912,Quaxly,quaxly,55,65,45,50,45,50,water,,Torrent,,Moxie,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,6.1,45,50,2560,Medium Slow,0,0
913,Quaxwell,quaxwell,70,85,65,65,60,65,water,,Torrent,,Moxie,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,21.5,45,50,2560,Medium Slow,0,0
914,Quaquaval,quaquaval,85,120,80,85,75,85,water,fighting,Torrent,,Moxie,9,88,12,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,1.8,61.9,45,50,2560,Medium Slow,0,0
915,Lechonk,lechonk,54,45,40,35,45,35,normal,,Aroma Veil,Gluttony,Thick Fat,9,50,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0.5,10.2,255,50,1920,Medium Fast,0,0
