UniqeIdentifier,No.,Name,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
930arbolivaSeed Sower9,930,Arboliva,arboliva,78,69,90,125,109,39,108,164,277,159,234,grass,normal,Seed Sower,9,Type Change,Yes,9,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,1.4,48.2,45,50,2560,Medium Slow,0,0,1,0
930arbolivaHarvest9,930,Arboliva,arboliva,78,69,90,125,109,39,108,164,277,159,234,grass,normal,Harvest,5,Miscellaneous,Yes,9,50,50,1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,1.4,48.2,45,50,2560,Medium Slow,0,0,1,0
931squawkabillyIntimidate9,931,Squawkabilly,squawkabilly,82,96,51,45,51,92,188,137,184,147,96,normal,flying,Intimidate,3,Stats Affected,No,9,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.6,2.4,190,50,1920,Erratic,0,0,1,0
931squawkabillyHustle9,931,Squawkabilly,squawkabilly,82,96,51,45,51,92,188,137,184,147,96,normal,flying,Hustle,3,Stats Affected,No,9,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.6,2.4,190,50,1920,Erratic,0,0,1,0
931squawkabillyGuts9,931,Squawkabilly,squawkabilly,82,96,51,45,51,92,188,137,184,147,96,normal,flying,Guts,3,Conditional Power Boosts,Yes,9,50,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0.6,2.4,190,50,1920,Erratic,0,0,1,0
932nacliPurifying Salt9,932,Nacli,nacli,55,55,75,35,35,25,80,60,165,130,70,rock,,Purifying Salt,9,Damage Modification,No,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.4,16,255,50,2560,Medium Slow,0,0,0,0
932nacliSturdy9,932,Nacli,nacli,55,55,75,35,35,25,80,60,165,130,70,rock,,Sturdy,3,Damage Modification,No,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.4,16,255,50,2560,Medium Slow,0,0,0,0
932nacliClear Body9,932,Nacli,nacli,55,55,75,35,35,25,80,60,165,130,70,rock,,Clear Body,3,Stats Affected,Yes,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.4,16,255,50,2560,Medium Slow,0,0,0,0
933naclstackPurifying Salt9,933,Naclstack,naclstack,60,60,100,35,65,35,95,70,225,160,100,rock,,Purifying Salt,9,Damage Modification,No,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.6,105,120,50,2560,Medium Slow,0,0,0,0
933naclstackSturdy9,933,Naclstack,naclstack,60,60,100,35,65,35,95,70,225,160,100,rock,,Sturdy,3,Damage Modification,No,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.6,105,120,50,2560,Medium Slow,0,0,0,0
933naclstackClear Body9,933,Naclstack,naclstack,60,60,100,35,65,35,95,70,225,160,100,rock,,Clear Body,3,Stats Affected,Yes,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0.6,105,120,50,2560,Medium Slow,0,0,0,0
934garganaclPurifying Salt9,934,Garganacl,garganacl,100,100,130,45,90,35,135,80,320,230,135,rock,,Purifying Salt,9,Damage Modification,No,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,2.3,240,45,50,2560,Medium Slow,0,0,1,0
934garganaclSturdy9,934,Garganacl,garganacl,100,100,130,45,90,35,135,80,320,230,135,rock,,Sturdy,3,Damage Modification,No,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,2.3,240,45,50,2560,Medium Slow,0,0,1,0
934garganaclClear Body9,934,Garganacl,garganacl,100,100,130,45,90,35,135,80,320,230,135,rock,,Clear Body,3,Stats Affected,Yes,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,2.3,240,45,50,2560,Medium Slow,0,0,1,0
935charcadetFlash Fire9,935,Charcadet,charcadet,40,50,40,50,40,35,85,85,120,90,90,fire,,Flash Fire,3,Conditional Power Boosts,Yes,9,50,50,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.6,10.5,90,50,4480,Slow,0,0,0,0
935charcadetFlame Body9,935,Charcadet,charcadet,40,50,40,50,40,35,85,85,120,90,90,fire,,Flame Body,3,Status Affected,No,9,50,50,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0.6,10.5,90,50,4480,Slow,0,0,0,0
936armarougeFlash Fire9,936,Armarouge,armarouge,85,60,100,125,80,75,135,200,265,160,205,fire,psychic,Flash Fire,3,Conditional Power Boosts,Yes,9,50,50,1,0,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,1.5,85,25,20,4480,Slow,0,0,1,0
936armarougeWeak Armor9,936,Armarouge,armarouge,85,60,100,125,80,75,135,200,265,160,205,fire,psychic,Weak Armor,5,Stats Affected,No,9,50,50,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,1.5,85,25,20,4480,Slow,0,0,1,0
937ceruledgeFlash Fire9,937,Ceruledge,ceruledge,75,125,80,60,100,85,210,145,255,205,160,fire,ghost,Flash Fire,3,Conditional Power Boosts,Yes,9,50,50,0,0,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1.6,62,25,20,4480,Slow,0,0,1,0
937ceruledgeWeak Armor9,937,Ceruledge,ceruledge,75,125,80,60,100,85,210,145,255,205,160,fire,ghost,Weak Armor,5,Stats Affected,No,9,50,50,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1.6,62,25,20,4480,Slow,0,0,1,0
938tadbulbOwn Tempo9,938,Tadbulb,tadbulb,61,31,41,59,35,45,76,104,137,72,94,electric,,Own Tempo,3,Damage Modification,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,0.4,190,50,2560,Medium Fast,0,0,0,0
938tadbulbStatic9,938,Tadbulb,tadbulb,61,31,41,59,35,45,76,104,137,72,94,electric,,Static,3,Stats Affected,No,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,0.4,190,50,2560,Medium Fast,0,0,0,0
938tadbulbDamp9,938,Tadbulb,tadbulb,61,31,41,59,35,45,76,104,137,72,94,electric,,Damp,3,Miscellaneous,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0.3,0.4,190,50,2560,Medium Fast,0,0,0,0
939belliboltElectromorphosis9,939,Bellibolt,bellibolt,109,64,91,103,83,45,109,148,283,155,186,electric,,Electromorphosis,9,Type Advantage and Manipulation,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.2,113,50,50,2560,Medium Fast,0,0,1,0
939belliboltStatic9,939,Bellibolt,bellibolt,109,64,91,103,83,45,109,148,283,155,186,electric,,Static,3,Stats Affected,No,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.2,113,50,50,2560,Medium Fast,0,0,1,0
939belliboltDamp9,939,Bellibolt,bellibolt,109,64,91,103,83,45,109,148,283,155,186,electric,,Damp,3,Miscellaneous,Yes,9,50,50,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1.2,113,50,50,2560,Medium Fast,0,0,1,0
940wattrelWind Power9,940,Wattrel,wattrel,40,40,35,55,40,70,110,125,115,75,95,electric,flying,Wind Power,9,Type Advantage and Manipulation,Yes,9,50,50,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0.4,3.6,180,50,2560,Medium Slow,0,0,0,0
940wattrelVolt Absorb9,940,Wattrel,wattrel,40,40,35,55,40,70,110,125,115,75,95,electric,flying,Volt Absorb,3,Healing,Yes,9,50,50,1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0.4,3.6,180,50,2560,Medium Slow,0,0,0,0
940wattrelCompetitive9,940,Wattrel,wattrel,40,40,35,55,40,70,110,125,115,75,95,electric,flying,Competitive,6,Stats Affected,Yes,9,50,50,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,0.4,3.6,180,50,2560,Medium Slow,0,0,0,0
941kilowattrelWind Power9,941,Kilowattrel,kilowattrel,70,70,60,105,60,125,195,230,190,130,165,electric,flying,Wind Power,9,Type Advantage and Manipulation,Yes,9,50,50,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,1.4,38.6,90,50,2560,Medium Slow,0,0,1,0
941kilowattrelVolt Absorb9,941,Kilowattrel,kilowattrel,70,70,60,105,60,125,195,230,190,130,165,electric,flying,Volt Absorb,3,Healing,Yes,9,50,50,1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,1.4,38.6,90,50,2560,Medium Slow,0,0,1,0
941kilowattrelCompetitive9,941,Kilowattrel,kilowattrel,70,70,60,105,60,125,195,230,190,130,165,electric,flying,Competitive,6,Stats Affected,Yes,9,50,50,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,1.4,38.6,90,50,2560,Medium Slow,0,0,1,0
942maschiffIntimidate9,942,Maschiff,maschiff,60,78,60,40,51,51,129,91,171,138,91,dark,,Intimidate,3,Stats Affected,No,9,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.5,16,150,50,2560,Medium Slow,0,0,0,0
942maschiffRun Away9,942,Maschiff,maschiff,60,78,60,40,51,51,129,91,171,138,91,dark,,Run Away,3,Miscellaneous,No,9,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.5,16,150,50,2560,Medium Slow,0,0,0,0
942maschiffStakeout9,942,Maschiff,maschiff,60,78,60,40,51,51,129,91,171,138,91,dark,,Stakeout,7,Damage Modification,Yes,9,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0.5,16,150,50,2560,Medium Slow,0,0,0,0
943mabosstiffIntimidate9,943,Mabosstiff,mabosstiff,80,120,90,60,70,85,205,145,240,210,130,dark,,Intimidate,3,Stats Affected,No,9,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.1,61,75,50,2560,Medium Slow,0,0,1,0
943mabosstiffGuard Dog9,943,Mabosstiff,mabosstiff,80,120,90,60,70,85,205,145,240,210,130,dark,,Guard Dog,9,Damage Modification,Yes,9,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.1,61,75,50,2560,Medium Slow,0,0,1,0
943mabosstiffStakeout9,943,Mabosstiff,mabosstiff,80,120,90,60,70,85,205,145,240,210,130,dark,,Stakeout,7,Damage Modification,Yes,9,50,50,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,1.1,61,75,50,2560,Medium Slow,0,0,1,0
944shroodleUnburden9,944,Shroodle,shroodle,40,65,35,40,35,75,140,115,110,100,75,poison,normal,Unburden,4,Stats Affected,Yes,9,50,50,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5,0.2,0.7,190,50,2560,Medium Slow,0,0,0,0
944shroodlePickpocket9,944,Shroodle,shroodle,40,65,35,40,35,75,140,115,110,100,75,poison,normal,Pickpocket,5,Item Interaction,Yes,9,50,50,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5,0.2,0.7,190,50,2560,Medium Slow,0,0,0,0
944shroodlePrankster9,944,Shroodle,shroodle,40,65,35,40,35,75,140,115,110,100,75,poison,normal,Prankster,5,Status Affected,No,9,50,50,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5,0.2,0.7,190,50,2560,Medium Slow,0,0,0,0
945grafaiaiUnburden9,945,Grafaiai,grafaiai,63,95,65,80,72,110,205,190,200,160,152,poison,normal,Unburden,4,Stats Affected,Yes,9,50,50,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5,0.7,27.2,90,50,2560,Medium Slow,0,0,1,0
945grafaiaiPoison Touch9,945,Grafaiai,grafaiai,63,95,65,80,72,110,205,190,200,160,152,poison,normal,Poison Touch,5,Status Affected,Yes,9,50,50,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5,0.7,27.2,90,50,2560,Medium Slow,0,0,1,0
945grafaiaiPrankster9,945,Grafaiai,grafaiai,63,95,65,80,72,110,205,190,200,160,152,poison,normal,Prankster,5,Status Affected,No,9,50,50,1,1,1,1,0.5,1,1,0.5,2,1,2,0.5,1,0,1,1,1,0.5,0.7,27.2,90,50,2560,Medium Slow,0,0,1,0
946bramblinWind Rider9,946,Bramblin,bramblin,40,65,30,45,35,60,125,105,105,95,80,grass,ghost,Wind Rider,9,Conditional Power Boosts,Yes,9,50,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0.6,0.6,190,50,2560,Medium Fast,0,0,0,0
946bramblinInfiltrator9,946,Bramblin,bramblin,40,65,30,45,35,60,125,105,105,95,80,grass,ghost,Infiltrator,5,Miscellaneous,No,9,50,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,0.6,0.6,190,50,2560,Medium Fast,0,0,0,0
947brambleghastWind Rider9,947,Brambleghast,brambleghast,55,115,70,80,70,90,205,170,195,185,150,grass,ghost,Wind Rider,9,Conditional Power Boosts,Yes,9,50,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,1.2,6,45,50,2560,Medium Fast,0,0,1,0
947brambleghastInfiltrator9,947,Brambleghast,brambleghast,55,115,70,80,70,90,205,170,195,185,150,grass,ghost,Infiltrator,5,Miscellaneous,No,9,50,50,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,1.2,6,45,50,2560,Medium Fast,0,0,1,0
948toedscoolMycelium Might9,948,Toedscool,toedscool,40,40,35,50,100,70,110,120,175,75,150,ground,grass,Mycelium Might,9,Ability Interaction,No,9,50,50,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,0.9,33,190,50,2560,Medium Slow,0,0,0,0
949toedscruelMycelium Might9,949,Toedscruel,toedscruel,80,70,65,80,120,100,170,180,265,135,200,ground,grass,Mycelium Might,9,Ability Interaction,No,9,50,50,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1,1.9,58,90,50,2560,Medium Slow,0,0,1,0
950klawfAnger Shell9,950,Klawf,klawf,70,100,115,35,55,75,175,110,240,215,90,rock,,Anger Shell,9,Stats Affected,Yes,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1.3,79,120,50,4480,Medium Fast,0,0,1,0
950klawfShell Armor9,950,Klawf,klawf,70,100,115,35,55,75,175,110,240,215,90,rock,,Shell Armor,3,Critical Hit Interaction,Yes,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1.3,79,120,50,4480,Medium Fast,0,0,1,0
950klawfRegenerator9,950,Klawf,klawf,70,100,115,35,55,75,175,110,240,215,90,rock,,Regenerator,5,Healing,Yes,9,50,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,1.3,79,120,50,4480,Medium Fast,0,0,1,0
951capsakidChlorophyll9,951,Capsakid,capsakid,50,62,40,62,40,50,112,112,130,102,102,grass,,Chlorophyll,3,Stats Affected,Yes,9,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.3,3,190,50,2560,Medium Fast,0,0,0,0
951capsakidInsomnia9,951,Capsakid,capsakid,50,62,40,62,40,50,112,112,130,102,102,grass,,Insomnia,3,Damage Modification,Yes,9,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.3,3,190,50,2560,Medium Fast,0,0,0,0
951capsakidKlutz9,951,Capsakid,capsakid,50,62,40,62,40,50,112,112,130,102,102,grass,,Klutz,4,Miscellaneous,No,9,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0.3,3,190,50,2560,Medium Fast,0,0,0,0
952scovillainChlorophyll9,952,Scovillain,scovillain,65,108,65,108,65,75,183,183,195,173,173,grass,fire,Chlorophyll,3,Stats Affected,Yes,9,50,50,1,1,1,0.5,0.25,1,1,2,1,2,1,1,2,1,1,1,0.5,0.5,0.9,15,75,50,2560,Medium Fast,0,0,1,0
952scovillainInsomnia9,952,Scovillain,scovillain,65,108,65,108,65,75,183,183,195,173,173,grass,fire,Insomnia,3,Damage Modification,Yes,9,50,50,1,1,1,0.5,0.25,1,1,2,1,2,1,1,2,1,1,1,0.5,0.5,0.9,15,75,50,2560,Medium Fast,0,0,1,0
952scovillainMoody9,952,Scovillain,scovillain,65,108,65,108,65,75,183,183,195,173,173,grass,fire,Moody,5,Stats Affected,No,9,50,50,1,1,1,0.5,0.25,1,1,2,1,2,1,1,2,1,1,1,0.5,0.5,0.9,15,75,50,2560,Medium Fast,0,0,1,0
953rellorCompound Eyes9,953,Rellor,rellor,41,50,60,31,58,30,80,61,159,110,89,bug,,Compound Eyes,3,Stats Affected,No,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.2,1,190,50,2560,Fast,0,0,0,0
953rellorShed Skin9,953,Rellor,rellor,41,50,60,31,58,30,80,61,159,110,89,bug,,Shed Skin,3,Miscellaneous,No,9,50,50,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0.2,1,190,50,2560,Fast,0,0,0,0
954rabscaSynchronize9,954,Rabsca,rabsca,75,50,85,115,100,45,95,160,260,135,215,bug,psychic,Synchronize,3,Status Affected,No,9,50,50,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0.3,3.5,45,50,2560,Fast,0,0,1,0
954rabscaTelepathy9,954,Rabsca,rabsca,75,50,85,115,100,45,95,160,260,135,215,bug,psychic,Telepathy,5,Miscellaneous,No,9,50,50,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0.3,3.5,45,50,2560,Fast,0,0,1,0
955flittleAnticipation9,955,Flittle,flittle,30,35,30,55,30,75,110,130,90,65,85,psychic,,Anticipation,4,Miscellaneous,No,9,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.2,1.5,120,50,2560,Medium Slow,0,0,0,0
955flittleFrisk9,955,Flittle,flittle,30,35,30,55,30,75,110,130,90,65,85,psychic,,Frisk,4,Item Interaction,No,9,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.2,1.5,120,50,2560,Medium Slow,0,0,0,0
955flittleSpeed Boost9,955,Flittle,flittle,30,35,30,55,30,75,110,130,90,65,85,psychic,,Speed Boost,3,Stats Affected,No,9,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0.2,1.5,120,50,2560,Medium Slow,0,0,0,0
956espathraOpportunist9,956,Espathra,espathra,95,60,60,101,60,105,165,206,215,120,161,psychic,,Opportunist,9,Ability Interaction,No,9,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.9,90,60,50,2560,Medium Slow,0,0,1,0
956espathraFrisk9,956,Espathra,espathra,95,60,60,101,60,105,165,206,215,120,161,psychic,,Frisk,4,Item Interaction,No,9,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.9,90,60,50,2560,Medium Slow,0,0,1,0
956espathraSpeed Boost9,956,Espathra,espathra,95,60,60,101,60,105,165,206,215,120,161,psychic,,Speed Boost,3,Stats Affected,No,9,50,50,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,1.9,90,60,50,2560,Medium Slow,0,0,1,0
957tinkatinkMold Breaker9,957,Tinkatink,tinkatink,50,45,45,35,64,58,103,93,159,90,99,fairy,steel,Mold Breaker,4,Immunity to Effects,No,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.4,8.9,190,50,2560,Medium Slow,0,0,0,0
957tinkatinkOwn Tempo9,957,Tinkatink,tinkatink,50,45,45,35,64,58,103,93,159,90,99,fairy,steel,Own Tempo,3,Damage Modification,Yes,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.4,8.9,190,50,2560,Medium Slow,0,0,0,0
957tinkatinkPickpocket9,957,Tinkatink,tinkatink,50,45,45,35,64,58,103,93,159,90,99,fairy,steel,Pickpocket,5,Item Interaction,Yes,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.4,8.9,190,50,2560,Medium Slow,0,0,0,0
958tinkatuffMold Breaker9,958,Tinkatuff,tinkatuff,65,55,55,45,82,78,133,123,202,110,127,fairy,steel,Mold Breaker,4,Immunity to Effects,No,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.7,59.1,90,50,2560,Medium Slow,0,0,0,0
958tinkatuffOwn Tempo9,958,Tinkatuff,tinkatuff,65,55,55,45,82,78,133,123,202,110,127,fairy,steel,Own Tempo,3,Damage Modification,Yes,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.7,59.1,90,50,2560,Medium Slow,0,0,0,0
958tinkatuffPickpocket9,958,Tinkatuff,tinkatuff,65,55,55,45,82,78,133,123,202,110,127,fairy,steel,Pickpocket,5,Item Interaction,Yes,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.7,59.1,90,50,2560,Medium Slow,0,0,0,0
959tinkatonMold Breaker9,959,Tinkaton,tinkaton,85,75,77,70,105,94,169,164,267,152,175,fairy,steel,Mold Breaker,4,Immunity to Effects,No,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.7,112.8,45,50,2560,Medium Slow,0,0,1,0
959tinkatonOwn Tempo9,959,Tinkaton,tinkaton,85,75,77,70,105,94,169,164,267,152,175,fairy,steel,Own Tempo,3,Damage Modification,Yes,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.7,112.8,45,50,2560,Medium Slow,0,0,1,0
959tinkatonPickpocket9,959,Tinkaton,tinkaton,85,75,77,70,105,94,169,164,267,152,175,fairy,steel,Pickpocket,5,Item Interaction,Yes,9,0,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0.7,112.8,45,50,2560,Medium Slow,0,0,1,0
960wiglettGooey9,960,Wiglett,wiglett,10,55,25,35,25,95,150,130,60,80,60,water,,Gooey,6,Stats Affected,No,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,1.8,255,50,2560,Medium Fast,0,0,0,0
960wiglettRattled9,960,Wiglett,wiglett,10,55,25,35,25,95,150,130,60,80,60,water,,Rattled,5,Stats Affected,No,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,1.8,255,50,2560,Medium Fast,0,0,0,0
960wiglettSand Veil9,960,Wiglett,wiglett,10,55,25,35,25,95,150,130,60,80,60,water,,Sand Veil,3,Weather,Yes,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,1.8,255,50,2560,Medium Fast,0,0,0,0
961wugtrioGooey9,961,Wugtrio,wugtrio,35,100,50,50,70,120,220,170,155,150,120,water,,Gooey,6,Stats Affected,No,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,5.4,50,50,2560,Medium Fast,0,0,1,0
961wugtrioRattled9,961,Wugtrio,wugtrio,35,100,50,50,70,120,220,170,155,150,120,water,,Rattled,5,Stats Affected,No,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,5.4,50,50,2560,Medium Fast,0,0,1,0
961wugtrioSand Veil9,961,Wugtrio,wugtrio,35,100,50,50,70,120,220,170,155,150,120,water,,Sand Veil,3,Weather,Yes,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.2,5.4,50,50,2560,Medium Fast,0,0,1,0
962bombirdierBig Pecks9,962,Bombirdier,bombirdier,70,103,85,60,85,82,185,142,240,188,145,flying,dark,Big Pecks,5,Damage Modification,Yes,9,50,50,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,1.5,42.9,25,50,4480,Slow,0,0,1,0
962bombirdierKeen Eye9,962,Bombirdier,bombirdier,70,103,85,60,85,82,185,142,240,188,145,flying,dark,Keen Eye,3,Damage Modification,Yes,9,50,50,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,1.5,42.9,25,50,4480,Slow,0,0,1,0
962bombirdierRocky Payload9,962,Bombirdier,bombirdier,70,103,85,60,85,82,185,142,240,188,145,flying,dark,Rocky Payload,9,Conditional Power Boosts,No,9,50,50,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,1.5,42.9,25,50,4480,Slow,0,0,1,0
963finizenWater Veil9,963,Finizen,finizen,70,45,40,45,40,75,120,120,150,85,85,water,,Water Veil,3,Status Affected,Yes,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.3,60.2,200,50,5120,Slow,0,0,0,0
964palafinZero to Hero9,964,Palafin,palafin,100,70,72,53,62,100,170,153,234,142,115,water,,Zero to Hero,9,Form Changes,Yes,9,50,50,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1.3,60.2,45,50,5120,Slow,0,0,1,0
965varoomOvercoat9,965,Varoom,varoom,45,70,63,30,45,47,117,77,153,133,75,steel,poison,Overcoat,5,Weather,No,9,50,50,0.5,2,1,1,0.25,0.5,1,0,4,0.5,1,0.25,0.5,1,0.5,1,0.5,0.25,1,35,190,50,2560,Medium Fast,0,0,0,0
